date_time,region,city,weather,visibility_km,precip_mm,temp_c,source_system,ingest_batch_id,extracted_at_utc,record_hash
2026-02-03 12:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.5,0.54,31.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,7fed8633b898fca4
2026-02-03 13:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.5,0.01,34.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,8e9fa827e45c7536
2026-02-03 14:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.8,0.3,36.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,35de6a621d1b8d68
2026-02-03 15:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.6,0.05,32.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,86b08746af4164af
2026-02-03 16:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.9,0.11,29.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,2ab1dfd4e2447f08
2026-02-03 17:08:42.824908+00:00,Riyadh,Riyadh,Clear,12.0,0.16,27.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d93bd2528c942ac4
2026-02-03 18:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.3,0.09,22.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,084467becc508579
2026-02-03 19:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.2,0.07,28.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,495fa157d45053d9
2026-02-03 20:08:42.824908+00:00,Riyadh,Riyadh,Fog,2.7,1.7,33.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,284459cc5a2f31cf
2026-02-03 21:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.4,0.06,34.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,a3ed930cbac72199
2026-02-03 22:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.03,41.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,45d86032d044ecea
2026-02-03 23:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.5,0.02,30.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,a11e6fbad9f47df0
2026-02-04 00:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.8,0.22,21.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,456b390abe85d125
2026-02-04 01:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.2,0.21,35.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,033af2142a3d79f1
2026-02-04 02:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.3,0.1,36.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,828846cb63e5b93e
2026-02-04 03:08:42.824908+00:00,Riyadh,Riyadh,Dust,5.0,0.07,25.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e9b83cd10745ea28
2026-02-04 04:08:42.824908+00:00,Riyadh,Riyadh,Rain,8.6,0.3,19.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,1a64c1e173994aab
2026-02-04 05:08:42.824908+00:00,Riyadh,Riyadh,Rain,7.4,4.16,28.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,c0c6b8230f6d972d
2026-02-04 06:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.2,0.0,34.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,48872a3709b6c2ed
2026-02-04 07:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.6,0.05,25.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,136f01a4ab1fb7e1
2026-02-04 08:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.7,0.0,29.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,5f44ef1a6f10f613
2026-02-04 09:08:42.824908+00:00,Riyadh,Riyadh,Rain,6.5,2.85,23.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,f05d4c73ac8baec2
2026-02-04 10:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.0,0.0,24.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,dc7b047044836ac1
2026-02-04 11:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.9,0.0,24.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,9aa7c065611f73cc
2026-02-04 12:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.6,0.11,31.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,96a76936b7e8fe0b
2026-02-04 13:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.4,0.44,29.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b7889864a254442a
2026-02-04 14:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.3,0.0,27.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,5968367c43a6586f
2026-02-04 15:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.7,0.07,17.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,7e934ee69bd0f70e
2026-02-04 16:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.9,0.02,40.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,9c6f42df85b3e532
2026-02-04 17:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.02,26.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b0cfd65dd53a5aaa
2026-02-04 18:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.3,0.11,30.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,426daac4658c5df3
2026-02-04 19:08:42.824908+00:00,Riyadh,Riyadh,Dust,3.0,0.18,25.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,55ca22fce35d3690
2026-02-04 20:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.5,0.01,33.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,0ddc61681f4deb69
2026-02-04 21:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.3,0.07,23.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,a95334945aeb42ea
2026-02-04 22:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.4,0.01,31.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d1a3a21116b64087
2026-02-04 23:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.9,0.06,30.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d51d2ec23b345b65
2026-02-05 00:08:42.824908+00:00,Riyadh,Riyadh,Clear,12.0,0.01,35.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e52d4c207e214ff0
2026-02-05 01:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.5,0.0,25.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,1c5e240b1250167c
2026-02-05 02:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.6,0.01,27.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,ed03d3b27fc5cf24
2026-02-05 03:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.1,0.0,29.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,5eabd9f9ee68f1ef
2026-02-05 04:08:42.824908+00:00,Riyadh,Riyadh,Fog,1.9,0.2,39.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d9af067a011302cb
2026-02-05 05:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.0,0.07,23.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b88bb9fea0887a7d
2026-02-05 06:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.1,0.23,32.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b7ad93406d8d97ed
2026-02-05 07:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.7,0.0,27.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,3e757fb54c05871d
2026-02-05 08:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.6,0.35,32.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,098772c72de76d50
2026-02-05 09:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.5,0.1,34.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,99754e09412ff7cb
2026-02-05 10:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.0,0.0,31.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,ba178c260aabebe6
2026-02-05 11:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.5,0.05,32.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,03fced7d02937531
2026-02-05 12:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.8,0.01,32.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,de8f881eb32263f5
2026-02-05 13:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.8,0.01,28.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,2c6d6ac28efc824f
2026-02-05 14:08:42.824908+00:00,Riyadh,Riyadh,Dust,5.8,0.02,29.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,66fe2341502854f1
2026-02-05 15:08:42.824908+00:00,Riyadh,Riyadh,Rain,7.2,3.18,18.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,8002489fdb1b12ce
2026-02-05 16:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.6,0.0,29.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,146142c9cac58204
2026-02-05 17:08:42.824908+00:00,Riyadh,Riyadh,Rain,8.3,4.95,23.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d37fb0e6c95cf17c
2026-02-05 18:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.6,0.01,29.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,a7f087f94f6c3d49
2026-02-05 19:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.1,0.2,34.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,36a6cd5d84eb3245
2026-02-05 20:08:42.824908+00:00,Riyadh,Riyadh,Dust,3.5,0.03,33.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,39c08f1b88900793
2026-02-05 21:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.4,0.0,33.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,6ed2fd66040a3344
2026-02-05 22:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.3,0.04,36.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,9c2f50aeffdaa6da
2026-02-05 23:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.8,0.02,18.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,ab66eca19920285a
2026-02-06 00:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.8,0.08,33.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,fdab3d3e2959c54f
2026-02-06 01:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.3,0.02,30.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,a682d71043ae9442
2026-02-06 02:08:42.824908+00:00,Riyadh,Riyadh,Dust,5.2,0.17,30.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e21e8c6de320f37d
2026-02-06 03:08:42.824908+00:00,Riyadh,Riyadh,Clear,7.9,0.02,24.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,7a57a5070b155180
2026-02-06 04:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.7,0.1,33.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,deb3c357d1f66b39
2026-02-06 05:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.2,0.13,37.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,93779806f719b01c
2026-02-06 06:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.8,0.15,36.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,1c619d7891fa7cf1
2026-02-06 07:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.5,0.01,30.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e554d7249f3e6f8f
2026-02-06 08:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.9,0.16,34.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,38878d90bc948d96
2026-02-06 09:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.7,0.33,35.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,adc81818eca3d136
2026-02-06 10:08:42.824908+00:00,Riyadh,Riyadh,Rain,6.3,8.24,37.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,19e7214f34a645e0
2026-02-06 11:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.5,0.38,37.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,018d75bccdbb330d
2026-02-06 12:08:42.824908+00:00,Riyadh,Riyadh,Clear,12.0,0.05,31.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,492cb0db27ac018e
2026-02-06 13:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.9,0.08,31.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,fe230d8f98a651c3
2026-02-06 14:08:42.824908+00:00,Riyadh,Riyadh,Fog,2.4,0.27,29.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,3b116e910cce9778
2026-02-06 15:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.3,0.01,32.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,6ff6d95ae23aeb7f
2026-02-06 16:08:42.824908+00:00,Riyadh,Riyadh,Fog,2.5,0.06,25.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,65b3921a62055649
2026-02-06 17:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.5,0.01,35.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,6d8982fb3397cc6f
2026-02-06 18:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.9,0.0,27.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,f995ea76074ce1c7
2026-02-06 19:08:42.824908+00:00,Riyadh,Riyadh,Rain,6.7,0.31,23.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,8cdc7b765515e03f
2026-02-06 20:08:42.824908+00:00,Riyadh,Riyadh,Dust,3.7,0.03,32.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b59c0bf18878eb54
2026-02-06 21:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.9,0.15,28.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,8b0a8f15f53bca0e
2026-02-06 22:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.4,0.02,29.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,66a3c671fba12c5b
2026-02-06 23:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.1,0.0,20.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,66af91f17edb8ed2
2026-02-07 00:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.7,0.05,35.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,1505cce258bddc08
2026-02-07 01:08:42.824908+00:00,Riyadh,Riyadh,Rain,6.1,4.04,27.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d9322aecf2349e62
2026-02-07 02:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.0,30.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,fd3fa72ca19eb32e
2026-02-07 03:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.9,0.06,33.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,7af5a9c7674fa1d7
2026-02-07 04:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.1,0.08,32.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,4b5d41737e46c62a
2026-02-07 05:08:42.824908+00:00,Riyadh,Riyadh,Fog,2.9,0.13,24.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,2b3d1f03cadc10fa
2026-02-07 06:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.6,0.05,41.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,32ce6664dd87931d
2026-02-07 07:08:42.824908+00:00,Riyadh,Riyadh,Dust,5.4,0.1,28.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,d67772d1a6fb149d
2026-02-07 08:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.8,0.0,36.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,99c8544d6c141319
2026-02-07 09:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.6,0.0,40.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,ca97b3c22256ee97
2026-02-07 10:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.7,0.32,27.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,fc973bd4b74be4ce
2026-02-07 11:08:42.824908+00:00,Riyadh,Riyadh,Fog,3.0,0.02,29.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,79e9841082f3d025
2026-02-07 12:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.5,0.08,26.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,192d1534b7dcc1e4
2026-02-07 13:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.5,0.05,36.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,50925beeae16d70b
2026-02-07 14:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.4,0.12,29.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,40cc1ce0ecb5aff4
2026-02-07 15:08:42.824908+00:00,Riyadh,Riyadh,Clear,7.5,0.02,25.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,1b8224d9672dd515
2026-02-07 16:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.9,0.6,37.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,137ec55128f9cd14
2026-02-07 17:08:42.824908+00:00,Riyadh,Riyadh,Rain,7.5,3.57,32.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e97252f4718c834a
2026-02-07 18:08:42.824908+00:00,Riyadh,Riyadh,Dust,3.7,0.14,26.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,bbd73b482eb9d6b6
2026-02-07 19:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.06,37.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,c90c57e096f67a5c
2026-02-07 20:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.7,0.13,32.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,f8068af26baa7b10
2026-02-07 21:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.8,0.0,45.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,77b45252429a1159
2026-02-07 22:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.8,0.01,40.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,00d88a240f74a9d6
2026-02-07 23:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.1,0.0,28.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,6cf70db97b41f07d
2026-02-08 00:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.8,0.13,29.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e2afb6e2e65ad7b1
2026-02-08 01:08:42.824908+00:00,Riyadh,Riyadh,Fog,2.6,0.13,23.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,9fb91a44cbe816af
2026-02-08 02:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.2,0.01,31.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,086cac1a0ff1d0fe
2026-02-08 03:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.7,0.12,31.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,42fecb165c7f9420
2026-02-08 04:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.6,0.0,34.9,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,2ce9a283003e6063
2026-02-08 05:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.01,31.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b16e54b2474bd8a1
2026-02-08 06:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.3,0.11,23.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b1f00ff8e006b67a
2026-02-08 07:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.3,0.11,26.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,cc8b27a5413632d9
2026-02-08 08:08:42.824908+00:00,Riyadh,Riyadh,Dust,6.0,0.03,38.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,02e8ab7836e49027
2026-02-08 09:08:42.824908+00:00,Riyadh,Riyadh,Dust,3.3,0.0,37.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b000e2e8e986d805
2026-02-08 10:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.8,0.0,30.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,c99389cb5fb5bfce
2026-02-08 11:08:42.824908+00:00,Riyadh,Riyadh,Clear,11.6,0.04,30.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,e6f401b3ed95079c
2026-02-08 12:08:42.824908+00:00,Riyadh,Riyadh,Rain,7.5,3.3,26.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,b36b84d316268e5f
2026-02-08 13:08:42.824908+00:00,Riyadh,Riyadh,Dust,3.8,0.04,31.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,8ce058ffd4f905f5
2026-02-08 14:08:42.824908+00:00,Riyadh,Riyadh,Dust,4.5,0.0,22.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,82f91069575308f8
2026-02-08 15:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.3,0.01,35.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,4d0e20e293388cd2
2026-02-08 16:08:42.824908+00:00,Riyadh,Riyadh,Rain,6.0,1.73,24.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,c3e45682a3ee996a
2026-02-08 17:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.04,31.8,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,54dbe225c40bad21
2026-02-08 18:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.3,0.06,17.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,2440980c873f0ccc
2026-02-08 19:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.2,0.06,32.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,a5afcd5ac8ecf07d
2026-02-08 20:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.4,0.07,38.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,5b24053e562b1a7e
2026-02-08 21:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.0,0.04,19.3,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,0bd7430dab2b8ba8
2026-02-08 22:08:42.824908+00:00,Riyadh,Riyadh,Clear,12.0,0.09,39.0,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,4febd5cf6b84b362
2026-02-08 23:08:42.824908+00:00,Riyadh,Riyadh,Clear,7.8,0.74,33.5,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,2b64fd1ac9773361
2026-02-09 00:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.1,0.05,27.2,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,f2ca1f6a9429900b
2026-02-09 01:08:42.824908+00:00,Riyadh,Riyadh,Clear,10.4,0.03,22.7,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,6723f21484ff17b2
2026-02-09 02:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.9,0.02,37.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,ef56d235841dfcac
2026-02-09 03:08:42.824908+00:00,Riyadh,Riyadh,Clear,8.6,0.02,32.4,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,8d1975848a118e48
2026-02-09 04:08:42.824908+00:00,Riyadh,Riyadh,Clear,12.0,0.0,34.1,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,9f6a28642a90cf14
2026-02-09 05:08:42.824908+00:00,Riyadh,Riyadh,Clear,9.6,0.04,29.6,meteo_service,B20260305T000843Z,2026-03-05T00:08:43+00:00,c7ea29ff54d9f2af
