sensor_id,date_time,road_id,volume,avg_speed,source_system,ingest_batch_id,extracted_at_utc,record_hash,date
7,2026-02-07 14:36:00+00:00,R0000,10,98.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ca1910233c815e8e,2026-02-07
282,2026-02-07 06:29:15+00:00,R0000,14,76.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6951c6974676823b,2026-02-07
330,2026-02-07 23:20:48+00:00,R0000,12,86.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,babb81aa670bae36,2026-02-07
104,2026-02-07 15:04:58+00:00,R0000,20,86.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cbf4e74b3de1e302,2026-02-07
68,2026-02-07 07:36:55+00:00,R0000,19,85.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,81c99ba3ce21a76d,2026-02-07
178,2026-02-08 03:35:27+00:00,R0000,13,103.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dfeb131bed886ab0,2026-02-08
142,2026-02-08 11:06:11+00:00,R0000,13,99.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9bc2349b320e125b,2026-02-08
101,2026-02-08 17:41:29+00:00,R0000,10,101.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ec06e7f7a8aafa51,2026-02-08
105,2026-02-08 19:00:59+00:00,R0000,21,96.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,be658488d726c63c,2026-02-08
237,2026-02-08 21:20:50+00:00,R0000,17,99.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,700ed2a69af0d0f7,2026-02-08
338,2026-02-08 17:35:21+00:00,R0000,21,87.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e3786ac5979ff4f2,2026-02-08
100,2026-02-09 19:07:05+00:00,R0000,12,75.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7a101f6f07cf0884,2026-02-09
330,2026-02-09 08:27:32+00:00,R0000,13,66.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,12296d41075871a9,2026-02-09
292,2026-02-09 07:49:56+00:00,R0000,21,76.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,479f826e299a1f70,2026-02-09
277,2026-02-09 11:57:07+00:00,R0000,22,75.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,bcd903763a3377e8,2026-02-09
35,2026-02-09 06:04:39+00:00,R0000,16,70.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0bc7426379595a1a,2026-02-09
216,2026-02-09 20:13:16+00:00,R0000,17,79.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c0854f60ac56d724,2026-02-09
180,2026-02-10 12:07:44+00:00,R0000,20,86.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,fac67465f6dd1f15,2026-02-10
177,2026-02-10 22:50:24+00:00,R0000,11,77.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,47036e00fe08fb6b,2026-02-10
229,2026-02-10 10:40:10+00:00,R0000,16,89.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,83155f85ce5e76ed,2026-02-10
262,2026-02-10 14:27:24+00:00,R0000,16,93.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,162278ee7325d2b8,2026-02-10
68,2026-02-10 08:03:34+00:00,R0000,15,100.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4115b186fa9d2e19,2026-02-10
47,2026-02-11 08:56:28+00:00,R0000,16,82.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2b728278734b8c20,2026-02-11
22,2026-02-11 18:58:34+00:00,R0000,14,83.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,77a5d0957cc57af0,2026-02-11
85,2026-02-11 04:26:14+00:00,R0000,22,87.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3b1cde1eef6cd11a,2026-02-11
214,2026-02-11 17:57:29+00:00,R0000,17,74.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dbb1accc4b9ffa6f,2026-02-11
332,2026-02-11 16:59:53+00:00,R0000,16,95.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,61259859ec1da520,2026-02-11
173,2026-02-12 20:41:49+00:00,R0000,15,84.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d0b5203ade888528,2026-02-12
169,2026-02-12 06:00:09+00:00,R0000,12,84.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5649683c01beff5d,2026-02-12
312,2026-02-12 16:31:31+00:00,R0000,17,88.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,62e934250bd3316c,2026-02-12
260,2026-02-12 17:54:49+00:00,R0000,21,87.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,efd5949b07115770,2026-02-12
62,2026-02-12 08:32:13+00:00,R0000,21,96.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e85f333042ab5012,2026-02-12
213,2026-02-13 21:49:10+00:00,R0000,16,90.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6e9d340ad0cc9e82,2026-02-13
144,2026-02-13 13:32:11+00:00,R0000,11,105.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cf36977fa9328b5d,2026-02-13
288,2026-02-13 19:36:27+00:00,R0000,12,97.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ed9538bcc09a2bad,2026-02-13
85,2026-02-13 16:10:28+00:00,R0000,20,98.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,16a4efdf2f5a0372,2026-02-13
337,2026-02-13 11:25:21+00:00,R0000,15,94.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9bdd684a35c6e634,2026-02-13
47,2026-02-13 07:53:12+00:00,R0000,17,95.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,bf9d50368a26fc00,2026-02-13
17,2026-02-14 18:46:25+00:00,R0000,14,86.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f91a919742d56048,2026-02-14
243,2026-02-14 08:56:05+00:00,R0000,17,90.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1d5056240e3d8978,2026-02-14
268,2026-02-14 04:30:41+00:00,R0000,16,78.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,2c0418298b3914a4,2026-02-14
148,2026-02-14 17:45:46+00:00,R0000,13,85.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,bd7e6e60521ac7c4,2026-02-14
139,2026-02-14 19:13:40+00:00,R0000,14,67.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,501b8ec14fc6743f,2026-02-14
2,2026-02-14 18:51:37+00:00,R0000,14,85.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,98b85e1d9c16b09b,2026-02-14
184,2026-02-15 08:59:09+00:00,R0000,17,88.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4dc9e48d22bce26c,2026-02-15
36,2026-02-15 19:51:58+00:00,R0000,19,92.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3d47ee63a6427f9f,2026-02-15
97,2026-02-15 18:14:59+00:00,R0000,14,101.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0b2e9d8fa9fe5d47,2026-02-15
140,2026-02-15 21:16:55+00:00,R0000,19,83.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6cff62d8ed0b01d1,2026-02-15
202,2026-02-15 09:12:30+00:00,R0000,17,92.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7a836f5f6538d23e,2026-02-15
114,2026-02-16 10:20:43+00:00,R0000,17,81.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d53e13d66c8cc4e8,2026-02-16
242,2026-02-16 17:56:00+00:00,R0000,18,86.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c10fd686d8b45a1e,2026-02-16
71,2026-02-16 19:45:07+00:00,R0000,18,83.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4fa2b64e55b04aaf,2026-02-16
253,2026-02-16 21:26:08+00:00,R0000,16,83.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9b9e9ca37c625da7,2026-02-16
2,2026-02-16 22:24:09+00:00,R0000,16,84.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b46670b55662209d,2026-02-16
43,2026-02-17 14:47:14+00:00,R0000,20,84.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,347402f48eeac2df,2026-02-17
218,2026-02-17 09:33:03+00:00,R0000,13,87.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0d87108bcd8217a7,2026-02-17
14,2026-02-17 18:21:13+00:00,R0000,14,74.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ea6dceccbed6b32a,2026-02-17
226,2026-02-17 06:15:20+00:00,R0000,17,61.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9385bac2350dd95b,2026-02-17
106,2026-02-17 13:34:31+00:00,R0000,15,73.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,affcdb8e6d7f6f76,2026-02-17
308,2026-02-17 07:46:30+00:00,R0000,21,87.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,af19222adcae1917,2026-02-17
251,2026-02-18 11:09:10+00:00,R0000,14,79.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6941a17116206988,2026-02-18
35,2026-02-18 06:27:34+00:00,R0000,14,84.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1da96ae1ed9b8993,2026-02-18
230,2026-02-18 05:25:27+00:00,R0000,15,86.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f0d1ab0e702501f2,2026-02-18
50,2026-02-18 21:21:21+00:00,R0000,13,85.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,21497bb06e83ceec,2026-02-18
104,2026-02-18 08:34:29+00:00,R0000,13,97.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0e4b5c6e79a41ed1,2026-02-18
243,2026-02-18 17:39:31+00:00,R0000,19,78.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,30e924a056536124,2026-02-18
59,2026-02-19 20:44:41+00:00,R0000,15,87.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f2c0ee31eca06d39,2026-02-19
173,2026-02-19 11:49:33+00:00,R0000,24,77.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7c0f6339057316d2,2026-02-19
309,2026-02-19 14:27:18+00:00,R0000,15,83.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,bd742c08f73f7127,2026-02-19
112,2026-02-19 10:35:26+00:00,R0000,8,81.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,00f7b853683cb65d,2026-02-19
44,2026-02-19 06:17:42+00:00,R0000,13,88.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,bf40a4a40627be5a,2026-02-19
197,2026-02-19 13:48:36+00:00,R0000,13,84.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1a5d8d41780835d9,2026-02-19
56,2026-02-20 10:43:51+00:00,R0000,13,63.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a4930aa4ef2fb763,2026-02-20
128,2026-02-20 09:36:17+00:00,R0000,18,76.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,79f7329e13791cda,2026-02-20
302,2026-02-20 14:16:09+00:00,R0000,15,69.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a8db75005ee0f461,2026-02-20
75,2026-02-20 15:28:42+00:00,R0000,17,64.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,337911d078026912,2026-02-20
272,2026-02-20 19:36:01+00:00,R0000,14,73.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,044e67f51ee1001b,2026-02-20
54,2026-02-20 16:26:35+00:00,R0000,15,81.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,94ff412c0ed5173b,2026-02-20
53,2026-02-21 19:39:30+00:00,R0000,12,89.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a37eb4e0cb7a5a16,2026-02-21
68,2026-02-21 06:52:36+00:00,R0000,25,93.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3011e055866fdba1,2026-02-21
85,2026-02-21 15:34:14+00:00,R0000,12,95.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c9a83b38be5176bf,2026-02-21
339,2026-02-21 18:04:31+00:00,R0000,14,99.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,502d4aaf9dbeac6b,2026-02-21
38,2026-02-21 18:49:52+00:00,R0000,17,106.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,744b22de9ef29b21,2026-02-21
269,2026-02-22 18:39:29+00:00,R0000,20,91.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1840dbd364c43e6e,2026-02-22
206,2026-02-22 22:30:22+00:00,R0000,11,95.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,884d03613ff4113f,2026-02-22
38,2026-02-22 07:38:16+00:00,R0000,15,85.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ff96b64b1bc708ce,2026-02-22
244,2026-02-22 16:03:03+00:00,R0000,18,98.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,356ecc21ccc10b85,2026-02-22
330,2026-02-22 00:21:56+00:00,R0000,17,76.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,3aa7c11a3d4e4b84,2026-02-22
302,2026-02-22 22:26:00+00:00,R0000,12,94.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,ab7dc6419e3fb375,2026-02-22
315,2026-02-23 05:53:26+00:00,R0000,19,92.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d60ca7c3a0439862,2026-02-23
97,2026-02-23 17:11:09+00:00,R0000,10,92.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9ff43c4f112cc439,2026-02-23
78,2026-02-23 13:37:42+00:00,R0000,14,79.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cbb41d187c455cc0,2026-02-23
235,2026-02-23 06:34:19+00:00,R0000,11,92.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,289af3ec22d30602,2026-02-23
74,2026-02-23 12:23:46+00:00,R0000,20,90.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,eab6335afa60ae5a,2026-02-23
239,2026-02-23 14:54:50+00:00,R0000,20,79.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a18c5a1cd856746b,2026-02-23
194,2026-02-24 07:42:12+00:00,R0000,20,79.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,832cc6996476b24d,2026-02-24
124,2026-02-24 14:30:05+00:00,R0000,15,79.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,056b5ae05dae3cd0,2026-02-24
103,2026-02-24 08:11:15+00:00,R0000,17,75.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,498561ce736a62e7,2026-02-24
346,2026-02-24 15:43:35+00:00,R0000,19,86.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dcc86aba5c4312f4,2026-02-24
81,2026-02-25 21:49:18+00:00,R0000,19,77.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9a8fcf24a4c6da59,2026-02-25
106,2026-02-25 17:27:07+00:00,R0000,12,71.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0d82e04a082721ca,2026-02-25
46,2026-02-25 20:04:23+00:00,R0000,14,81.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f0420b7ae2efd006,2026-02-25
311,2026-02-25 17:36:50+00:00,R0000,13,79.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9d86583dc3a7490b,2026-02-25
323,2026-02-25 07:09:50+00:00,R0000,16,93.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9de4b7839eb0b28c,2026-02-25
275,2026-02-26 01:06:40+00:00,R0000,12,79.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,71c9f0e9e44917c8,2026-02-26
254,2026-02-26 19:32:59+00:00,R0000,15,87.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7810dbe2949f5dd5,2026-02-26
311,2026-02-26 04:04:58+00:00,R0000,17,88.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,81877ffa98b2c6dd,2026-02-26
29,2026-02-26 07:23:26+00:00,R0000,18,97.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,817e5f6cf6787f85,2026-02-26
74,2026-02-26 07:37:57+00:00,R0000,14,101.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,5289961d2c1ae6dc,2026-02-26
71,2026-02-26 11:06:08+00:00,R0000,14,68.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,40c76f6a5e621253,2026-02-26
24,2026-02-27 16:42:15+00:00,R0000,12,94.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,aa38587e137b28d7,2026-02-27
76,2026-02-27 14:19:27+00:00,R0000,13,86.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,785559b713a2d69d,2026-02-27
1,2026-02-27 13:38:15+00:00,R0000,16,107.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,04a8eb9ec05b4b45,2026-02-27
26,2026-02-27 07:52:34+00:00,R0000,15,80.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,8e5e354b27b26594,2026-02-27
167,2026-02-27 08:51:07+00:00,R0000,14,100.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,41fd2145ec3857e8,2026-02-27
86,2026-02-27 10:24:05+00:00,R0000,19,101.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,50b0ac06886b1ba1,2026-02-27
115,2026-02-28 19:41:27+00:00,R0000,13,95.3,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,46ff65ece30d19a7,2026-02-28
225,2026-02-28 06:54:31+00:00,R0000,16,86.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,6e8b45c35cf2d61f,2026-02-28
8,2026-02-28 17:42:34+00:00,R0000,17,88.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,e5d48ee0115dee08,2026-02-28
257,2026-02-28 19:19:05+00:00,R0000,13,93.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,9b7f796380913209,2026-02-28
328,2026-02-28 05:34:38+00:00,R0000,16,95.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,69c60e0ff7e20cf3,2026-02-28
101,2026-02-28 11:14:09+00:00,R0000,13,81.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,c92f9d79f6dc8909,2026-02-28
92,2026-03-01 06:14:12+00:00,R0000,19,74.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4c691d4e019a0e75,2026-03-01
18,2026-03-01 14:09:58+00:00,R0000,18,77.4,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d1b36e8c53096c62,2026-03-01
146,2026-03-01 01:35:45+00:00,R0000,18,57.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,0ae23a7fb9d78464,2026-03-01
298,2026-03-01 15:21:00+00:00,R0000,16,85.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,30d0f6f28d8738e3,2026-03-01
28,2026-03-01 07:53:02+00:00,R0000,8,90.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,b6854a4074ad39dc,2026-03-01
34,2026-03-01 16:17:43+00:00,R0000,12,82.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,82f28b1964461d1c,2026-03-01
56,2026-03-02 20:17:13+00:00,R0000,14,93.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,f141411cca410cee,2026-03-02
147,2026-03-02 08:11:37+00:00,R0000,19,87.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,cc0516c9b39a202b,2026-03-02
168,2026-03-02 20:55:03+00:00,R0000,14,90.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4a95a6f3f5dd847b,2026-03-02
188,2026-03-02 16:30:35+00:00,R0000,16,83.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,8e45e41bdc503323,2026-03-02
90,2026-03-02 19:32:59+00:00,R0000,20,94.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7c076a6ec9f303f9,2026-03-02
28,2026-03-03 11:06:21+00:00,R0000,16,57.5,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,1d0ff3d736f29399,2026-03-03
290,2026-03-03 16:52:56+00:00,R0000,19,75.8,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,89778c0f4b3a1860,2026-03-03
151,2026-03-03 09:04:37+00:00,R0000,16,76.1,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,7df05519e0711095,2026-03-03
207,2026-03-03 13:15:33+00:00,R0000,11,75.2,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dc0c7e5442f720ff,2026-03-03
212,2026-03-03 01:12:35+00:00,R0000,16,89.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,d996d740338b2d2c,2026-03-03
135,2026-03-03 13:24:31+00:00,R0000,19,75.9,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,4a3b2930f6b023eb,2026-03-03
53,2026-03-04 06:11:38+00:00,R0000,15,68.0,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,dd2e564f75dc6ee6,2026-03-04
207,2026-03-04 07:11:36+00:00,R0000,14,86.6,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,48cd3c8dfaf3f5a8,2026-03-04
113,2026-03-04 11:01:55+00:00,R0000,15,91.7,speed_sensors,B20260305T000843Z,2026-03-05T00:08:43+00:00,a3a77677eb7f08c4,2026-03-04
