road_id,date,daily_volume,mean_speed,p95_speed,sensor_events,PhoneUse,RedLight,Seatbelt,Speeding,UnsafeLaneChange,total_violations,accidents,injuries,fatalities,severe,region,city,road_type,speed_limit,lanes,weather_mode,low_visibility_hours,rain_hours,fog_hours,max_precip_mm,avg_temp_c,has_fatality,severe_rate,violations_per_1000_volume
R0000,2026-02-13,91,96.76666666666667,103.77499999999999,6,1.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,Eastern,Dammam,Urban,80,2,Clear,5,2,1,7.7,30.695833333333336,0,0.5,43.956043956043956
R0000,2026-02-14,88,82.08333333333333,89.125,6,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,Eastern,Dammam,Urban,80,2,Clear,3,1,3,2.28,30.087500000000002,0,1.0,34.09090909090909
R0000,2026-02-15,86,91.86,100.0,5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,5,0,4,1.25,26.7,0,0.0,11.627906976744185
R0000,2026-02-16,85,84.17999999999999,86.3,5,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,1,2,1,3.79,29.445833333333336,0,0.0,23.529411764705884
R0000,2026-02-17,100,78.16666666666667,87.475,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,5,1,2,3.17,31.262500000000003,0,0.0,0.0
R0000,2026-02-18,88,85.36666666666667,95.075,6,0.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,Eastern,Dammam,Urban,80,2,Clear,1,2,0,6.97,30.349999999999998,0,0.5,34.09090909090909
R0000,2026-02-19,88,83.83333333333333,88.425,6,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,1,2,1,2.78,28.870833333333334,0,0.0,11.363636363636363
R0000,2026-02-20,92,71.68333333333334,80.60000000000001,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,3,3,1,3.62,29.320833333333336,0,0.0,0.0
R0000,2026-02-21,80,96.88,105.46000000000001,5,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,3,1,2,4.47,31.829166666666666,0,0.0,37.5
R0000,2026-02-22,93,90.35000000000001,97.82499999999999,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,3,1,0,0.52,31.1125,0,0.0,10.75268817204301
R0000,2026-02-23,94,87.63333333333333,92.5,6,0.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,0.0,1.0,Eastern,Dammam,Urban,80,2,Clear,5,1,0,4.34,29.09583333333333,0,1.0,74.46808510638297
R0000,2026-02-24,71,80.25,85.38,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,3,3,1,2.81,30.4875,0,0.0,14.084507042253522
R0000,2026-02-25,74,80.62,91.04,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,4,3,1,5.64,29.95,0,0.0,13.513513513513514
R0000,2026-02-26,90,87.23333333333333,100.675,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,4,1,2,0.94,31.625,0,0.0,0.0
R0000,2026-02-27,89,95.16666666666667,106.075,6,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,Eastern,Dammam,Urban,80,2,Clear,3,1,1,2.8,30.412499999999998,0,0.5,22.471910112359552
R0000,2026-02-28,88,90.3,95.675,6,0.0,0.0,0.0,4.0,1.0,5.0,1.0,1.0,0.0,1.0,Eastern,Dammam,Urban,80,2,Clear,5,2,2,1.41,32.2875,0,1.0,56.81818181818182
R0000,2026-03-01,91,77.75,88.9,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,2,2,2,1.97,30.666666666666668,0,0.0,0.0
R0000,2026-03-02,83,89.8,93.94,5,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,2,2,2,5.14,29.808333333333334,0,0.0,24.096385542168676
R0000,2026-03-03,97,74.91666666666667,85.775,6,0.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,2.0,Eastern,Dammam,Urban,80,2,Clear,3,2,1,5.57,31.825,0,1.0,30.927835051546392
R0000,2026-03-04,116,82.34285714285714,90.17,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Eastern,Dammam,Urban,80,2,Clear,3,3,1,3.49,31.400000000000002,0,0.0,8.620689655172415
R0001,2026-02-03,109,81.94285714285715,91.84,7,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,2,0,2,1.7,30.87826086956522,0,1.0,18.34862385321101
R0001,2026-02-04,119,78.07142857142857,89.82,7,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,1,3,0,4.16,28.09583333333333,0,0.0,16.80672268907563
R0001,2026-02-05,104,73.08333333333333,89.775,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,2,2,1,4.95,30.070833333333336,0,0.0,0.0
R0001,2026-02-06,87,83.58,93.92,5,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,3,2,2,8.24,31.212500000000002,0,0.0,22.988505747126435
R0001,2026-02-07,87,94.86,102.06,5,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,3,2,2,4.04,32.670833333333334,0,0.0,22.988505747126435
R0001,2026-02-08,100,79.11666666666666,85.275,6,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,3,2,1,3.3,30.0,0,0.0,30.0
R0001,2026-02-09,110,79.60000000000001,88.75,7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,3,1,1,0.42,30.170833333333334,0,1.0,9.090909090909092
R0001,2026-02-10,98,83.0,98.9,6,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,1,2,0,5.73,30.55,0,0.0,20.408163265306122
R0001,2026-02-11,104,89.21666666666665,97.275,6,2.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,1,0,0,0.4,30.579166666666666,0,1.0,28.846153846153847
R0001,2026-02-12,104,94.23333333333333,106.575,6,0.0,0.0,3.0,3.0,0.0,6.0,1.0,0.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,1,1,0,6.75,30.125,0,1.0,57.69230769230769
R0001,2026-02-13,73,84.53999999999999,89.14,5,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,5,2,1,7.76,29.645833333333332,0,0.0,41.0958904109589
R0001,2026-02-14,77,83.1,94.12,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,4,3,2,10.44,29.55,0,0.0,12.987012987012987
R0001,2026-02-15,115,88.11428571428571,99.46,7,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,2,1,1,2.1,30.95,0,0.0,26.08695652173913
R0001,2026-02-16,80,88.7,102.84,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,2,2,2,4.01,29.025000000000002,0,0.0,12.5
R0001,2026-02-17,88,76.94,78.16,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,4,2,1,1.47,30.3125,0,0.0,11.363636363636363
R0001,2026-02-18,79,89.06,100.9,5,1.0,0.0,0.0,2.0,2.0,5.0,1.0,2.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,4,0,2,0.65,30.020833333333332,0,1.0,63.29113924050633
R0001,2026-02-19,114,80.45714285714287,93.53999999999999,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,2,1,0,5.84,31.8875,0,1.0,0.0
R0001,2026-02-20,100,87.39999999999999,95.85000000000001,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,4,0,0,0.25,29.058333333333334,0,0.0,0.0
R0001,2026-02-21,75,82.7,91.0,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,1,1,1,3.28,30.212500000000002,0,0.0,13.333333333333334
R0001,2026-02-22,93,85.93333333333334,92.875,6,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,2,0,1,1.18,30.40416666666667,0,0.0,43.01075268817204
R0001,2026-02-23,106,92.04285714285713,107.91,7,1.0,1.0,0.0,4.0,0.0,6.0,3.0,3.0,0.0,3.0,Riyadh,Riyadh,Urban,80,2,Clear,1,1,0,4.57,31.337500000000002,0,1.0,56.60377358490566
R0001,2026-02-24,109,75.81428571428572,84.75,7,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,1,2,1,1.95,30.270833333333332,0,0.0,18.34862385321101
R0001,2026-02-25,96,82.56666666666666,94.375,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,4,1,3,0.69,29.641666666666666,0,0.0,0.0
R0001,2026-02-26,92,90.16666666666667,103.10000000000001,6,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,Riyadh,Riyadh,Urban,80,2,Clear,3,3,0,10.21,30.837500000000002,0,1.0,43.47826086956522
R0001,2026-02-27,91,87.28333333333335,94.2,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,3,0,0,0.2,29.675,0,0.0,10.989010989010989
R0001,2026-02-28,92,84.64999999999999,103.275,6,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,1,1,1,15.49,29.71666666666667,0,0.0,32.608695652173914
R0001,2026-03-01,104,98.98333333333333,106.925,6,0.0,0.0,2.0,0.0,0.0,2.0,4.0,5.0,1.0,4.0,Riyadh,Riyadh,Urban,80,2,Clear,5,0,1,0.34,31.474999999999998,1,1.0,19.23076923076923
R0001,2026-03-02,99,93.03333333333335,106.275,6,2.0,0.0,2.0,2.0,0.0,6.0,2.0,1.0,0.0,2.0,Riyadh,Riyadh,Urban,80,2,Clear,2,0,1,1.37,29.78333333333333,0,1.0,60.60606060606061
R0001,2026-03-03,112,79.10000000000001,89.25,7,2.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,1,3,1,2.8,30.46666666666667,0,0.0,71.42857142857143
R0001,2026-03-04,97,85.78333333333335,92.6,6,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Riyadh,Riyadh,Urban,80,2,Clear,0,0,0,0.5,31.329166666666666,0,0.0,20.61855670103093
R0002,2026-02-03,96,67.0,77.99,8,1.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,3,3,0,7.04,23.821739130434782,0,1.0,41.666666666666664
R0002,2026-02-04,105,64.4875,69.2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,7,2,4,3.9,22.579166666666666,0,0.0,0.0
R0002,2026-02-05,96,68.1125,74.925,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,5,1,3,6.48,23.866666666666664,0,0.0,0.0
R0002,2026-02-06,66,61.56,69.1,5,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Dust,7,3,4,4.14,23.833333333333332,0,0.3333333333333333,15.151515151515152
R0002,2026-02-07,81,67.02857142857142,76.41,7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,3,0,2,0.33,24.704166666666666,0,1.0,12.345679012345679
R0002,2026-02-08,97,75.125,82.99499999999999,8,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,4,2,1,6.72,24.695833333333336,0,0.0,41.23711340206186
R0002,2026-02-09,135,85.63636363636364,98.25,11,0.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,0.0,2.0,Qassim,Buraidah,Highway,60,5,Clear,3,1,2,5.26,25.079166666666666,0,1.0,29.62962962962963
R0002,2026-02-10,83,77.45714285714287,82.80000000000001,7,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,2,2,1,7.49,22.808333333333334,0,0.0,36.144578313253014
R0002,2026-02-11,103,55.15,66.385,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,3,2,1,1.33,22.733333333333334,0,0.0,9.70873786407767
R0002,2026-02-12,104,71.5875,85.985,8,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,4,1,2,0.98,22.78333333333333,0,0.0,19.23076923076923
R0002,2026-02-13,77,75.95,86.35000000000001,6,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,1,0,1,0.51,24.379166666666666,0,0.0,51.94805194805195
R0002,2026-02-14,83,73.81428571428572,84.1,7,0.0,0.0,0.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,Qassim,Buraidah,Highway,60,5,Clear,4,2,3,4.73,22.358333333333334,0,1.0,60.24096385542169
R0002,2026-02-15,135,67.33636363636364,88.85,11,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,4,1,1,2.28,23.52916666666667,1,1.0,22.22222222222222
R0002,2026-02-16,104,71.325,77.525,8,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,0,2,0,8.67,22.379166666666666,0,0.0,28.846153846153847
R0002,2026-02-17,96,66.075,73.07000000000001,8,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,3,2,1,5.22,22.02916666666667,0,1.0,41.666666666666664
R0002,2026-02-18,99,83.7875,93.71,8,2.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,2,2,0,1.15,23.991666666666664,0,1.0,40.4040404040404
R0002,2026-02-19,78,68.88333333333334,75.875,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,4,1,1,4.68,23.125,0,1.0,12.820512820512821
R0002,2026-02-20,81,72.57142857142857,85.16,7,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,Qassim,Buraidah,Highway,60,5,Clear,2,2,2,1.3,21.929166666666664,0,1.0,37.03703703703704
R0002,2026-02-21,105,73.9625,79.29,8,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,3,0,1,0.34,25.59166666666667,0,0.3333333333333333,19.047619047619047
R0002,2026-02-22,92,72.62857142857142,88.14,7,2.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,2,3,1,6.67,24.441666666666666,0,0.5,32.608695652173914
R0002,2026-02-23,89,65.8,69.69,7,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,Qassim,Buraidah,Highway,60,5,Clear,2,0,1,0.77,23.45,1,0.5,33.70786516853933
R0002,2026-02-24,106,74.21111111111111,86.88,9,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,Qassim,Buraidah,Highway,60,5,Clear,5,0,1,0.32,25.166666666666668,0,1.0,28.30188679245283
R0002,2026-02-25,104,74.65,81.435,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,3,0,1,0.34,21.474999999999998,0,0.0,9.615384615384615
R0002,2026-02-26,78,75.14999999999999,87.025,6,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,5,0,2,0.41,23.308333333333334,0,0.0,64.1025641025641
R0002,2026-02-27,94,69.875,76.22999999999999,8,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,2,1,1,2.15,24.670833333333334,0,0.0,21.27659574468085
R0002,2026-02-28,91,72.95714285714286,83.35,7,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,4,1,2,0.85,22.579166666666666,0,0.0,21.978021978021978
R0002,2026-03-01,108,72.03333333333333,82.76,9,1.0,3.0,0.0,2.0,1.0,7.0,2.0,0.0,1.0,2.0,Qassim,Buraidah,Highway,60,5,Clear,4,1,2,3.31,21.666666666666668,1,1.0,64.81481481481481
R0002,2026-03-02,88,77.74285714285715,84.31,7,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,1,1,0,4.59,25.708333333333332,0,0.0,22.727272727272727
R0002,2026-03-03,96,73.0125,78.915,8,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,1,2,0,2.49,24.241666666666664,0,0.0,31.25
R0002,2026-03-04,112,67.65555555555555,78.9,9,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,Qassim,Buraidah,Highway,60,5,Clear,3,3,1,2.64,23.52916666666667,0,0.0,17.857142857142858
R0003,2026-02-03,134,66.93636363636364,75.75,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,4,2,3,1.96,21.830434782608698,0,0.0,7.462686567164179
R0003,2026-02-04,175,58.05714285714286,64.91,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,2,1,6.83,23.900000000000002,0,0.0,0.0
R0003,2026-02-05,171,46.09285714285714,54.43,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,2,1,10.12,25.083333333333332,0,0.0,0.0
R0003,2026-02-06,179,72.68571428571428,82.21,14,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,2,3,3.7,21.333333333333332,0,0.0,22.3463687150838
R0003,2026-02-07,131,75.47272727272728,93.9,11,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,6,1,4,6.36,24.116666666666664,0,0.0,30.53435114503817
R0003,2026-02-08,145,61.36666666666667,68.435,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Madinah,Madinah,Highway,60,5,Clear,5,1,3,2.13,24.329166666666666,0,1.0,0.0
R0003,2026-02-09,180,66.04666666666667,78.81,15,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,0,1,0,3.82,24.125,0,0.0,11.11111111111111
R0003,2026-02-10,161,70.49230769230769,80.0,13,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,4,2,4.32,23.483333333333334,0,0.0,18.633540372670808
R0003,2026-02-11,140,70.05454545454546,83.0,11,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,0,0,0.4,23.858333333333334,0,0.0,28.571428571428573
R0003,2026-02-12,154,68.64166666666667,75.91,12,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,4,3,2,11.14,23.337500000000002,0,0.0,19.48051948051948
R0003,2026-02-13,133,63.61818181818182,68.95,11,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,2,2,2.92,22.65416666666667,0,0.0,30.075187969924812
R0003,2026-02-14,146,62.583333333333336,71.66,12,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,0,2,0.32,23.691666666666666,0,0.0,41.0958904109589
R0003,2026-02-15,175,71.77142857142857,84.075,14,0.0,1.0,3.0,1.0,0.0,5.0,3.0,1.0,0.0,2.0,Madinah,Madinah,Highway,60,5,Clear,3,3,2,8.11,24.09583333333333,0,0.6666666666666666,28.571428571428573
R0003,2026-02-16,136,62.9,74.6,11,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,1,2,0,4.23,22.566666666666666,0,0.0,14.705882352941176
R0003,2026-02-17,178,70.49285714285715,80.72,14,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,0,1,0.57,23.037499999999998,0,0.0,5.617977528089888
R0003,2026-02-18,158,56.52307692307693,65.61999999999999,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,1,1,2.65,22.108333333333334,0,0.0,0.0
R0003,2026-02-19,175,63.199999999999996,69.58,14,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,Madinah,Madinah,Highway,60,5,Clear,3,3,1,3.43,23.8125,0,0.5,11.428571428571429
R0003,2026-02-20,126,62.07000000000001,68.82,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,1,2,2.45,24.55,0,0.0,7.936507936507937
R0003,2026-02-21,125,60.0,71.13,10,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,Madinah,Madinah,Highway,60,5,Clear,3,1,3,5.44,23.829166666666666,0,1.0,16.0
R0003,2026-02-22,151,64.95833333333333,76.69,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,1,1,1,2.4,23.34166666666667,0,0.0,0.0
R0003,2026-02-23,129,65.64,70.62,10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,2,1,1.58,25.633333333333336,0,0.0,7.751937984496124
R0003,2026-02-24,156,66.81538461538462,78.04,13,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,1,1,1.65,22.099999999999998,0,0.0,6.410256410256411
R0003,2026-02-25,143,68.78333333333333,81.46499999999999,12,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,3,3,0,1.69,23.295833333333334,0,0.0,6.993006993006993
R0003,2026-02-26,155,53.53333333333333,69.06499999999998,12,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Madinah,Madinah,Highway,60,5,Clear,2,0,1,0.39,24.983333333333334,0,0.0,19.35483870967742
