violation_id,date_time,road_id,violation_type,fine_amount,driver_age_band,source_system,ingest_batch_id,extracted_at_utc,record_hash,date
V0000034,2026-02-05 18:50:55+00:00,R0014,PhoneUse,297,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,00f3fc7987de3637,2026-02-05
V0000035,2026-02-15 13:40:04+00:00,R0006,PhoneUse,322,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,79faa4cb7914f0c9,2026-02-15
V0000036,2026-02-05 13:18:36+00:00,R0007,Speeding,444,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,566dceff4ebb883d,2026-02-05
V0000037,2026-02-24 20:27:05+00:00,R0016,UnsafeLaneChange,418,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d5cb13e5d033711a,2026-02-24
V0000038,2026-02-17 21:56:45+00:00,R0011,UnsafeLaneChange,490,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e30dffaf2eeb5ff6,2026-02-17
V0000039,2026-02-05 06:55:38+00:00,R0015,Speeding,444,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,a82d24fd933e1cc7,2026-02-05
V0000040,2026-03-03 04:20:14+00:00,R0002,Seatbelt,140,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,21354a09a11b4550,2026-03-03
V0000041,2026-02-22 19:08:35+00:00,R0015,RedLight,1074,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dc5120d8d93de802,2026-02-22
V0000042,2026-03-02 19:04:18+00:00,R0009,PhoneUse,352,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,540479c36e07efa8,2026-03-02
V0000043,2026-02-14 07:35:11+00:00,R0002,UnsafeLaneChange,483,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d07eedd91361ff34,2026-02-14
V0000044,2026-02-12 11:28:58+00:00,R0023,UnsafeLaneChange,543,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,168e9f704d997603,2026-02-12
V0000045,2026-02-06 15:42:04+00:00,R0013,Speeding,797,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,1e551f64531bbafb,2026-02-06
V0000046,2026-02-22 16:07:45+00:00,R0002,Speeding,423,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,346eb7f2cb0bfc7b,2026-02-22
V0000047,2026-02-03 16:11:27+00:00,R0018,Speeding,654,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4efcfaa671c0fc41,2026-02-03
V0000048,2026-02-07 07:06:12+00:00,R0004,PhoneUse,305,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,70ed40f9d622f46e,2026-02-07
V0000049,2026-02-19 21:00:03+00:00,R0014,RedLight,968,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c7deef9c92930590,2026-02-19
V0000050,2026-02-25 05:10:05+00:00,R0004,Speeding,839,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,345337335b46f653,2026-02-25
V0000051,2026-02-22 08:58:32+00:00,R0005,Speeding,485,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,124eae5996c1301f,2026-02-22
V0000052,2026-02-18 09:43:06+00:00,R0002,Speeding,558,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0fe6d6a708991774,2026-02-18
V0000053,2026-02-22 20:23:45+00:00,R0023,Speeding,608,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8254075d3044d03d,2026-02-22
V0000054,2026-02-18 16:44:00+00:00,R0017,Seatbelt,215,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e56b93cc4a85ee1d,2026-02-18
V0000055,2026-02-16 11:16:03+00:00,R0010,RedLight,916,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,2a0f172297d310ce,2026-02-16
V0000056,2026-02-16 15:49:34+00:00,R0013,Seatbelt,251,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,cdca144089e9baba,2026-02-16
V0000057,2026-02-19 18:51:55+00:00,R0007,Speeding,686,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7ef1f71253100cdb,2026-02-19
V0000058,2026-02-25 09:03:09+00:00,R0013,Speeding,536,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3a788a03ec03432d,2026-02-25
V0000059,2026-02-25 22:31:33+00:00,R0019,Seatbelt,144,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b371d7bb8b93b7f5,2026-02-25
V0000060,2026-02-13 14:26:03+00:00,R0004,Speeding,615,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d0808d33a0cb9e58,2026-02-13
V0000061,2026-02-12 19:10:25+00:00,R0007,PhoneUse,292,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,1946408e92db428b,2026-02-12
V0000062,2026-02-09 19:44:19+00:00,R0023,Speeding,591,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0d9eb4acff73dc11,2026-02-09
V0000063,2026-02-07 17:59:24+00:00,R0009,PhoneUse,446,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,33c5e7470c38feb7,2026-02-07
V0000064,2026-02-08 13:20:49+00:00,R0012,PhoneUse,319,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ab07338323ebbf12,2026-02-08
V0000065,2026-03-01 09:08:20+00:00,R0007,Seatbelt,135,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9c09cbb2ccbcbe15,2026-03-01
V0000066,2026-02-17 18:22:33+00:00,R0009,Speeding,570,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e9ba16387e40bb47,2026-02-17
V0000067,2026-03-01 11:31:49+00:00,R0002,RedLight,1112,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e6d59ce2eb92e50b,2026-03-01
V0000068,2026-02-28 23:20:52+00:00,R0017,Seatbelt,285,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,35d475f083379607,2026-02-28
V0000069,2026-03-02 15:06:26+00:00,R0004,RedLight,542,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6c765fb501ca3cfb,2026-03-02
V0000070,2026-02-22 08:01:02+00:00,R0021,Speeding,550,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f61a9626f407ac42,2026-02-22
V0000071,2026-02-12 15:26:35+00:00,R0001,Speeding,634,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,67f2401b25ea562f,2026-02-12
V0000072,2026-02-12 05:06:59+00:00,R0001,Speeding,450,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f65acea4db54aa46,2026-02-12
V0000073,2026-02-20 15:39:57+00:00,R0020,Speeding,490,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,77ae8e7df864f23e,2026-02-20
V0000074,2026-02-07 20:49:08+00:00,R0003,PhoneUse,338,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bc4f0696c7cd1adc,2026-02-07
V0000075,2026-02-14 12:37:55+00:00,R0000,Speeding,503,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,81d47deb98acc76e,2026-02-14
V0000076,2026-02-15 21:44:16+00:00,R0007,Speeding,540,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6c4fd1ec045d9723,2026-02-15
V0000077,2026-03-02 10:04:06+00:00,R0023,PhoneUse,271,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c53d0534426ab02b,2026-03-02
V0000078,2026-02-14 01:09:08+00:00,R0015,Speeding,689,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5fa678feff2a5c26,2026-02-14
V0000079,2026-02-28 08:46:08+00:00,R0014,Seatbelt,267,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c82c777be5b88260,2026-02-28
V0000080,2026-02-08 16:11:21+00:00,R0010,Speeding,446,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,876e9c9820014636,2026-02-08
V0000081,2026-02-11 16:49:49+00:00,R0012,Seatbelt,250,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,da38cd7756dfb9c0,2026-02-11
V0000082,2026-02-12 08:58:15+00:00,R0007,Speeding,368,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7a3bab8eea76a966,2026-02-12
V0000083,2026-02-19 08:19:19+00:00,R0020,RedLight,1060,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f915c9010ca69a73,2026-02-19
V0000084,2026-02-14 09:11:14+00:00,R0016,UnsafeLaneChange,460,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,37b59f6c5222d65a,2026-02-14
V0000085,2026-02-19 18:30:56+00:00,R0004,UnsafeLaneChange,337,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d9489008393d0d4c,2026-02-19
V0000086,2026-02-06 10:00:05+00:00,R0003,Speeding,691,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,fc972af312d3d289,2026-02-06
V0000087,2026-03-01 09:53:54+00:00,R0020,Speeding,382,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0ea9fface49f9879,2026-03-01
V0000088,2026-02-05 23:33:30+00:00,R0023,Speeding,400,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,323ff9c563e9329c,2026-02-05
V0000089,2026-02-13 19:33:12+00:00,R0007,Speeding,554,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6ea234195268caba,2026-02-13
V0000090,2026-03-03 00:56:00+00:00,R0007,Seatbelt,250,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f8a71eeb99e7e13a,2026-03-03
V0000091,2026-02-20 15:25:47+00:00,R0007,PhoneUse,286,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,833be390b11dd94f,2026-02-20
V0000092,2026-02-23 13:35:25+00:00,R0016,PhoneUse,275,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,400be28739f82700,2026-02-23
V0000093,2026-03-03 18:08:36+00:00,R0021,Speeding,599,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,477688ede14224bd,2026-03-03
V0000094,2026-02-12 06:43:45+00:00,R0020,PhoneUse,254,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d2fd8dc8305e3efd,2026-02-12
V0000095,2026-02-10 07:55:25+00:00,R0018,Speeding,588,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b730773f854b4310,2026-02-10
V0000096,2026-03-03 09:45:19+00:00,R0007,Speeding,509,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c19bca962c0fbfc6,2026-03-03
V0000097,2026-02-12 11:15:29+00:00,R0019,Speeding,690,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5f5c5c83cdbebc5b,2026-02-12
V0000098,2026-02-16 18:03:32+00:00,R0023,Speeding,630,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6c65a490e582e0d7,2026-02-16
V0000099,2026-02-22 09:34:48+00:00,R0022,PhoneUse,395,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0fc38fa42db2a79f,2026-02-22
V0000100,2026-02-23 23:14:15+00:00,R0015,Speeding,572,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,12419046dd91ea8a,2026-02-23
V0000101,2026-02-21 06:49:01+00:00,R0001,PhoneUse,300,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,222de6133738e7c4,2026-02-21
V0000102,2026-02-23 11:59:32+00:00,R0010,PhoneUse,343,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4f140e3a1705d15a,2026-02-23
V0000103,2026-02-08 06:23:51+00:00,R0000,Speeding,635,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,57d16db89b07acf4,2026-02-08
V0000104,2026-02-28 17:45:00+00:00,R0014,Seatbelt,180,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,d92a55460a3dbe76,2026-02-28
V0000105,2026-02-13 10:08:46+00:00,R0001,PhoneUse,154,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,da9e792532cd7868,2026-02-13
V0000106,2026-02-20 05:28:00+00:00,R0004,Speeding,811,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,22cf6d0b6dd114af,2026-02-20
V0000107,2026-02-28 20:57:34+00:00,R0001,Seatbelt,245,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9fdc843b51a4a231,2026-02-28
V0000108,2026-02-10 09:57:39+00:00,R0020,PhoneUse,314,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,80e22d7839f55e99,2026-02-10
V0000109,2026-02-10 06:08:02+00:00,R0018,Speeding,661,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0992d5fa7a51bc52,2026-02-10
V0000110,2026-02-04 16:01:46+00:00,R0011,Speeding,427,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b118f2a7f4629910,2026-02-04
V0000111,2026-02-15 15:33:35+00:00,R0005,Speeding,656,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3f13a49b9edc9952,2026-02-15
V0000112,2026-03-02 06:04:36+00:00,R0005,Speeding,719,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,889b2a97f8ffe173,2026-03-02
V0000113,2026-02-06 10:28:05+00:00,R0015,Speeding,455,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dab920c7fb39da8e,2026-02-06
V0000114,2026-02-27 12:25:05+00:00,R0017,Speeding,573,<18,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,ed1cca00dd3bf5e3,2026-02-27
V0000115,2026-02-14 12:19:43+00:00,R0010,PhoneUse,413,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,3fb2373be895c8da,2026-02-14
V0000116,2026-02-25 21:10:26+00:00,R0008,Speeding,581,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,474d5e26b0faf571,2026-02-25
V0000117,2026-02-19 13:00:50+00:00,R0007,Speeding,614,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dc33470bcc4e2c7e,2026-02-19
V0000118,2026-02-14 19:30:44+00:00,R0003,Speeding,469,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,edc4b32019d509d1,2026-02-14
V0000119,2026-02-13 09:13:10+00:00,R0018,Speeding,356,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7abc89ea66afd4a5,2026-02-13
V0000120,2026-02-04 17:51:39+00:00,R0008,Speeding,623,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,a9d88d0b0857a047,2026-02-04
V0000121,2026-02-19 15:47:10+00:00,R0015,Seatbelt,256,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,0d6f4fea8cac047c,2026-02-19
V0000122,2026-02-17 16:45:46+00:00,R0002,Speeding,683,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,4dbad32bb9ef1dab,2026-02-17
V0000123,2026-02-14 02:11:46+00:00,R0003,Speeding,673,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b918402865b339a7,2026-02-14
V0000124,2026-02-14 20:44:58+00:00,R0000,PhoneUse,353,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,c2db79371e29b43c,2026-02-14
V0000125,2026-02-15 15:35:52+00:00,R0000,Speeding,705,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,5354e23492d5d784,2026-02-15
V0000126,2026-02-18 08:41:22+00:00,R0021,Speeding,483,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,654ba84fdb00cf8e,2026-02-18
V0000127,2026-02-24 08:15:34+00:00,R0004,PhoneUse,299,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,257c7314f57a5585,2026-02-24
V0000128,2026-02-04 21:38:33+00:00,R0013,UnsafeLaneChange,457,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8e4e21ffb573fbbd,2026-02-04
V0000129,2026-02-24 07:39:00+00:00,R0001,RedLight,1121,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f6820de1758cbdc4,2026-02-24
V0000130,2026-02-04 17:29:39+00:00,R0010,UnsafeLaneChange,371,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,e388295030eeebdb,2026-02-04
V0000131,2026-02-06 01:56:11+00:00,R0008,Speeding,639,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,dc9847b78ecfd664,2026-02-06
V0000132,2026-02-24 08:31:26+00:00,R0012,Speeding,525,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,bcedbd52adbfe893,2026-02-24
V0000133,2026-02-07 09:46:13+00:00,R0001,Seatbelt,229,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,16efb1b7f3b13698,2026-02-07
V0000134,2026-02-21 02:51:00+00:00,R0021,Seatbelt,241,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,9280cd868c87c1fa,2026-02-21
V0000135,2026-03-03 18:46:16+00:00,R0001,PhoneUse,321,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f2a5983670dd0546,2026-03-03
V0000136,2026-02-25 06:30:57+00:00,R0007,Speeding,583,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,24ae25df2aee98bc,2026-02-25
V0000137,2026-02-20 02:33:08+00:00,R0007,Speeding,723,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,eec0a6745e67682d,2026-02-20
V0000138,2026-02-13 08:34:10+00:00,R0020,PhoneUse,312,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,96901150de4e99c7,2026-02-13
V0000139,2026-02-26 06:25:50+00:00,R0002,Speeding,583,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f4b00cdd75473c5b,2026-02-26
V0000140,2026-02-08 13:38:03+00:00,R0001,Speeding,673,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,38a3714b3639d075,2026-02-08
V0000141,2026-02-15 18:40:06+00:00,R0005,Speeding,744,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f34637b3bf436ed6,2026-02-15
V0000142,2026-02-12 06:18:16+00:00,R0005,Speeding,689,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,7142e3558b3c486f,2026-02-12
V0000143,2026-03-03 17:31:29+00:00,R0000,Speeding,542,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,6dd1d04200b9e31d,2026-03-03
V0000144,2026-02-12 12:56:28+00:00,R0011,Speeding,656,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,238e1850b7144a04,2026-02-12
V0000145,2026-02-11 02:27:13+00:00,R0017,PhoneUse,158,60+,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,f4f36a378f9b5915,2026-02-11
V0000146,2026-03-02 04:58:23+00:00,R0014,RedLight,1057,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,49e49b0fe2c96710,2026-03-02
V0000147,2026-02-07 18:41:22+00:00,R0004,Seatbelt,150,46-60,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,82812e9fc7f3ea5c,2026-02-07
V0000148,2026-02-04 21:59:43+00:00,R0020,Speeding,518,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,b2b03cbf91b4a201,2026-02-04
V0000149,2026-03-04 08:58:21+00:00,R0015,RedLight,893,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,63017a55a65df2d7,2026-03-04
V0000150,2026-02-15 07:55:16+00:00,R0008,RedLight,1357,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,8744b5da273bcf82,2026-02-15
V0000151,2026-02-03 19:37:06+00:00,R0002,PhoneUse,373,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,73db484d947b2e8b,2026-02-03
V0000152,2026-02-19 17:02:08+00:00,R0023,Seatbelt,195,18-25,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,22e9172287056fe5,2026-02-19
V0000153,2026-02-15 19:33:54+00:00,R0009,Speeding,510,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,a9eb8f7a23231ae2,2026-02-15
V0000154,2026-02-04 17:32:52+00:00,R0005,Speeding,694,26-35,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,a8418d0425674740,2026-02-04
V0000155,2026-02-22 15:35:45+00:00,R0005,Speeding,500,36-45,violation_system,B20260305T000843Z,2026-03-05T00:08:43+00:00,443747993ab5a23a,2026-02-22
